exe,tag,threads,schedule,chunk,md5_ok,time_ms
b_tc2_guided_256,B_tc2_t32_guided_256,32,baked,baked,1,244330
b_tc2_guided_1024,B_tc2_t1_guided_1024,1,baked,baked,1,19359
b_tc2_guided_1024,B_tc2_t2_guided_1024,2,baked,baked,1,23094
b_tc2_guided_1024,B_tc2_t4_guided_1024,4,baked,baked,1,58929
b_tc2_guided_1024,B_tc2_t8_guided_1024,8,baked,baked,1,83877
b_tc2_guided_1024,B_tc2_t16_guided_1024,16,baked,baked,1,140127
b_tc2_guided_1024,B_tc2_t32_guided_1024,32,baked,baked,1,246250
b_tc2_static,B_tc2_t1_static,1,baked,baked,1,19441
b_tc2_static,B_tc2_t2_static,2,baked,baked,1,24504
b_tc2_static,B_tc2_t4_static,4,baked,baked,1,58891
b_tc2_static,B_tc2_t8_static,8,baked,baked,1,83924
b_tc2_static,B_tc2_t16_static,16,baked,baked,1,139846
b_tc2_static,B_tc2_t32_static,32,baked,baked,1,244534
b_tc2_static_64,B_tc2_t1_static_64,1,baked,baked,1,19721
b_tc2_static_64,B_tc2_t2_static_64,2,baked,baked,1,23368
b_tc2_static_64,B_tc2_t4_static_64,4,baked,baked,1,59043
b_tc2_static_64,B_tc2_t8_static_64,8,baked,baked,1,81847
b_tc2_static_64,B_tc2_t16_static_64,16,baked,baked,1,133810
b_tc2_static_64,B_tc2_t32_static_64,32,baked,baked,1,245047
b_tc2_static_256,B_tc2_t1_static_256,1,baked,baked,1,19318
b_tc2_static_256,B_tc2_t2_static_256,2,baked,baked,1,23141
b_tc2_static_256,B_tc2_t4_static_256,4,baked,baked,1,59102
b_tc2_static_256,B_tc2_t8_static_256,8,baked,baked,1,83935
b_tc2_static_256,B_tc2_t16_static_256,16,baked,baked,1,137401
b_tc2_static_256,B_tc2_t32_static_256,32,baked,baked,1,242102
b_tc2_static_1024,B_tc2_t1_static_1024,1,baked,baked,1,19685
b_tc2_static_1024,B_tc2_t2_static_1024,2,baked,baked,1,23020
b_tc2_static_1024,B_tc2_t4_static_1024,4,baked,baked,1,58861
b_tc2_static_1024,B_tc2_t8_static_1024,8,baked,baked,1,84049
b_tc2_static_1024,B_tc2_t16_static_1024,16,baked,baked,1,139838
b_tc2_static_1024,B_tc2_t32_static_1024,32,baked,baked,1,247277
b_tc3,B_tc3_t1_b_tc3,1,baked,baked,1,19463
b_tc3,B_tc3_t2_b_tc3,2,baked,baked,1,23608
b_tc3,B_tc3_t4_b_tc3,4,baked,baked,1,58642
b_tc3,B_tc3_t8_b_tc3,8,baked,baked,1,84545
b_tc3,B_tc3_t16_b_tc3,16,baked,baked,1,140682
b_tc3,B_tc3_t32_b_tc3,32,baked,baked,1,245008
b_tc4_auto,B_tc4_t1_auto,1,baked,baked,1,18057
b_tc4_auto,B_tc4_t2_auto,2,baked,baked,1,22857
b_tc4_auto,B_tc4_t4_auto,4,baked,baked,1,56571
b_tc4_auto,B_tc4_t8_auto,8,baked,baked,1,82381
b_tc4_auto,B_tc4_t16_auto,16,baked,baked,1,136274
b_tc4_auto,B_tc4_t32_auto,32,baked,baked,1,240428
b_tc4_dynamic,B_tc4_t1_dynamic,1,baked,baked,1,18187
b_tc4_dynamic,B_tc4_t2_dynamic,2,baked,baked,1,23043
b_tc4_dynamic,B_tc4_t4_dynamic,4,baked,baked,1,56483
b_tc4_dynamic,B_tc4_t8_dynamic,8,baked,baked,1,82370
b_tc4_dynamic,B_tc4_t16_dynamic,16,baked,baked,1,136026
b_tc4_dynamic,B_tc4_t32_dynamic,32,baked,baked,1,241955
b_tc4_dynamic_64,B_tc4_t1_dynamic_64,1,baked,baked,1,18058
b_tc4_dynamic_64,B_tc4_t2_dynamic_64,2,baked,baked,1,22815
b_tc4_dynamic_64,B_tc4_t4_dynamic_64,4,baked,baked,1,56571
b_tc4_dynamic_64,B_tc4_t8_dynamic_64,8,baked,baked,1,82285
b_tc4_dynamic_64,B_tc4_t16_dynamic_64,16,baked,baked,1,135393
b_tc4_dynamic_64,B_tc4_t32_dynamic_64,32,baked,baked,1,246954
b_tc4_dynamic_256,B_tc4_t1_dynamic_256,1,baked,baked,1,18139
b_tc4_dynamic_256,B_tc4_t2_dynamic_256,2,baked,baked,1,22799
b_tc4_dynamic_256,B_tc4_t4_dynamic_256,4,baked,baked,1,56539
b_tc4_dynamic_256,B_tc4_t8_dynamic_256,8,baked,baked,1,82544
b_tc4_dynamic_256,B_tc4_t16_dynamic_256,16,baked,baked,1,136120
b_tc4_dynamic_256,B_tc4_t32_dynamic_256,32,baked,baked,1,245007
b_tc4_dynamic_1024,B_tc4_t1_dynamic_1024,1,baked,baked,1,18081
b_tc4_dynamic_1024,B_tc4_t2_dynamic_1024,2,baked,baked,1,22806
b_tc4_dynamic_1024,B_tc4_t4_dynamic_1024,4,baked,baked,1,56530
b_tc4_dynamic_1024,B_tc4_t8_dynamic_1024,8,baked,baked,1,82344
b_tc4_dynamic_1024,B_tc4_t16_dynamic_1024,16,baked,baked,1,136531
b_tc4_dynamic_1024,B_tc4_t32_dynamic_1024,32,baked,baked,1,241505
b_tc4_guided,B_tc4_t1_guided,1,baked,baked,1,16555
b_tc4_guided,B_tc4_t2_guided,2,baked,baked,1,22936
b_tc4_guided,B_tc4_t4_guided,4,baked,baked,1,57090
b_tc4_guided,B_tc4_t8_guided,8,baked,baked,1,83449
b_tc4_guided,B_tc4_t16_guided,16,baked,baked,1,139131
b_tc4_guided,B_tc4_t32_guided,32,baked,baked,1,245184
b_tc4_guided_64,B_tc4_t1_guided_64,1,baked,baked,1,16604
b_tc4_guided_64,B_tc4_t2_guided_64,2,baked,baked,1,21686
b_tc4_guided_64,B_tc4_t4_guided_64,4,baked,baked,1,57084
b_tc4_guided_64,B_tc4_t8_guided_64,8,baked,baked,1,81916
b_tc4_guided_64,B_tc4_t16_guided_64,16,baked,baked,1,135685
b_tc4_guided_64,B_tc4_t32_guided_64,32,baked,baked,1,242935
b_tc4_guided_256,B_tc4_t1_guided_256,1,baked,baked,1,18102
b_tc4_guided_256,B_tc4_t2_guided_256,2,baked,baked,1,22874
b_tc4_guided_256,B_tc4_t4_guided_256,4,baked,baked,1,56436
b_tc4_guided_256,B_tc4_t8_guided_256,8,baked,baked,1,82011
b_tc4_guided_256,B_tc4_t16_guided_256,16,baked,baked,1,135919
b_tc4_guided_256,B_tc4_t32_guided_256,32,baked,baked,1,243433
b_tc4_guided_1024,B_tc4_t1_guided_1024,1,baked,baked,1,17896
b_tc4_guided_1024,B_tc4_t2_guided_1024,2,baked,baked,1,22777
b_tc4_guided_1024,B_tc4_t4_guided_1024,4,baked,baked,1,56295
b_tc4_guided_1024,B_tc4_t8_guided_1024,8,baked,baked,1,82024
b_tc4_guided_1024,B_tc4_t16_guided_1024,16,baked,baked,1,136081
b_tc4_guided_1024,B_tc4_t32_guided_1024,32,baked,baked,1,244744
b_tc4_static,B_tc4_t1_static,1,baked,baked,1,18311
b_tc4_static,B_tc4_t2_static,2,baked,baked,1,20923
b_tc4_static,B_tc4_t4_static,4,baked,baked,1,55167
b_tc4_static,B_tc4_t8_static,8,baked,baked,1,82223
b_tc4_static,B_tc4_t16_static,16,baked,baked,1,130535
b_tc4_static,B_tc4_t32_static,32,baked,baked,1,236715
b_tc4_static_64,B_tc4_t1_static_64,1,baked,baked,1,18143
b_tc4_static_64,B_tc4_t2_static_64,2,baked,baked,1,21411
b_tc4_static_64,B_tc4_t4_static_64,4,baked,baked,1,55608
b_tc4_static_64,B_tc4_t8_static_64,8,baked,baked,1,79772
b_tc4_static_64,B_tc4_t16_static_64,16,baked,baked,1,130710
b_tc4_static_64,B_tc4_t32_static_64,32,baked,baked,1,234787
b_tc4_static_256,B_tc4_t1_static_256,1,baked,baked,1,16614
b_tc4_static_256,B_tc4_t2_static_256,2,baked,baked,1,22685
b_tc4_static_256,B_tc4_t4_static_256,4,baked,baked,1,56257
b_tc4_static_256,B_tc4_t8_static_256,8,baked,baked,1,82154
b_tc4_static_256,B_tc4_t16_static_256,16,baked,baked,1,130854
b_tc4_static_256,B_tc4_t32_static_256,32,baked,baked,1,242446
b_tc4_static_1024,B_tc4_t1_static_1024,1,baked,baked,1,18158
b_tc4_static_1024,B_tc4_t2_static_1024,2,baked,baked,1,22368
b_tc4_static_1024,B_tc4_t4_static_1024,4,baked,baked,1,54495
b_tc4_static_1024,B_tc4_t8_static_1024,8,baked,baked,1,83176
b_tc4_static_1024,B_tc4_t16_static_1024,16,baked,baked,1,134794
b_tc4_static_1024,B_tc4_t32_static_1024,32,baked,baked,1,241789
